id,order_id,product_id,quantity,unit_price,subtotal
f390f286-747b-4215-a22b-323d7fe1d2cb,0d09ba75-9ff4-4f50-857a-d2f311fc1058,dc1302e9-d407-45bb-82a3-aef9b723587f,2,23900,47800
e3302419-4398-4117-b497-fd6a5e16792c,0d09ba75-9ff4-4f50-857a-d2f311fc1058,3fa5b2f1-0288-4752-ad94-380d444fc9ed,1,23000,23000
7cc6bf66-7b1d-47da-847e-0f1d43d77ad6,440d8167-7b14-40e9-9c03-8b7e2bd39650,e364f414-5c33-4d38-b3a5-d69fdb379af7,2,39000,78000
9744d46a-240c-42c3-9490-371fec3620e7,9d41302e-34d5-4af3-a7d7-f81918ea7764,25b49a34-5a45-4171-9b74-7a29bc2852ce,2,35000,70000
5fa13632-2a55-4383-b6bb-f22fb85005be,9d41302e-34d5-4af3-a7d7-f81918ea7764,e364f414-5c33-4d38-b3a5-d69fdb379af7,1,39000,39000
dd31ace6-4fcd-4230-83fa-19b0508e8292,9d41302e-34d5-4af3-a7d7-f81918ea7764,67feff16-a1a5-45cd-9b11-0ffd7cf1ba5d,2,34000,68000
a257b6f0-10df-4ddd-aa16-e533b6eb6993,9d41302e-34d5-4af3-a7d7-f81918ea7764,35abdb91-c3f9-4459-a920-79a1c41ab9dd,2,23400,46800
43e9a9ac-af1d-462e-beab-6f574fffd26f,0a5e4de8-ff4e-48f9-b171-29e28a96450b,289389a7-e95d-417f-afaf-b1de6fb588db,3,23300,69900
7dfa5c9d-5754-45c6-8161-b994bbfbca2f,0a5e4de8-ff4e-48f9-b171-29e28a96450b,dc1302e9-d407-45bb-82a3-aef9b723587f,1,23900,23900
c56fe4e6-2d56-416c-970e-20365d1e789b,f03002b7-2c2b-4b56-833d-4a18575fb8b0,bd04fecb-cdf3-472e-a600-2249ea446e3c,1,42000,42000
860d9a27-570b-456b-8d4d-cfdf465d983e,f03002b7-2c2b-4b56-833d-4a18575fb8b0,d1af1fb3-5895-4b98-8464-46d7c86a67fd,1,46000,46000
c073b6f7-d06f-4145-b0cc-1b43f2bf1733,f03002b7-2c2b-4b56-833d-4a18575fb8b0,da6bbd5d-70d6-4b3e-8e38-06205bab0afb,1,46000,46000
911281e2-116d-4723-bdaa-b3b6c502ffdc,8d7363eb-6afd-4f8a-ab6d-1f757383b9bb,34dbc802-1b4c-44fa-affe-fcd964c379ad,1,45000,45000
51ec915b-82c3-47a6-aaca-fe953d885b57,8d7363eb-6afd-4f8a-ab6d-1f757383b9bb,188707c9-8cea-49a5-bf9d-6bb36f32e507,1,49000,49000
8da71a10-2e15-49bd-ad77-c6b3ab3203b2,9c7ad8dd-41eb-4994-bb01-4980e5c30da2,289389a7-e95d-417f-afaf-b1de6fb588db,2,23300,46600
b50aaf6e-5f9a-4dad-bdaf-ee7c03f2b074,9c7ad8dd-41eb-4994-bb01-4980e5c30da2,67feff16-a1a5-45cd-9b11-0ffd7cf1ba5d,1,34000,34000
4015094f-e43e-4a91-801a-141272b8bdc8,24e5d808-33d5-468e-ac41-473603e8c3a1,3fa5b2f1-0288-4752-ad94-380d444fc9ed,2,23000,46000
31c8abef-0fff-482d-95c8-81add7732fb7,1603ddfc-7241-4e32-b8d5-fa2f13e9bde3,7110ef62-7fa2-444b-b7f3-8c7938bc6bdb,1,22700,22700
660e95d8-0062-4a07-9e03-123066b8d9b1,1603ddfc-7241-4e32-b8d5-fa2f13e9bde3,35abdb91-c3f9-4459-a920-79a1c41ab9dd,1,23400,23400
212634ef-dc6c-48b4-9be0-205926e368f7,1603ddfc-7241-4e32-b8d5-fa2f13e9bde3,a1beead0-c2af-4306-950a-3ac7c25b5200,2,15100,30200
04de49c8-82cd-4c60-8b9b-c521c43d38a5,6b44f802-0c08-48fb-8512-18b15bd8f6df,d1af1fb3-5895-4b98-8464-46d7c86a67fd,2,46000,92000
f3ceff2c-f0fc-43be-bea4-03d2f7086897,d1fa8c31-898c-4862-a8c0-22ca1233793a,b14b8641-d673-4dc6-9f64-cf945c91c0c2,1,28000,28000
9c07fabf-8e74-45eb-ac56-752bfb798001,d1fa8c31-898c-4862-a8c0-22ca1233793a,1692ab85-3c94-493a-bb5b-04c9871912de,1,44000,44000
7a5f3703-9358-4617-86e5-fe865a11053e,794f0df7-0fc7-4217-907c-4b1bb68288c6,9b487ffb-d090-4b09-be91-da480d044aca,2,42000,84000
ce359886-ee57-4bef-9fef-2f79fb0d0c8d,44e4df87-7b16-45c5-bd8b-45535a4ca3e7,e4d2dae0-5b6b-4aee-bb8d-eb8c0bd854a7,1,41000,41000
f2b76d2e-7dce-4aad-b4bc-9b1a33f52856,44e4df87-7b16-45c5-bd8b-45535a4ca3e7,e364f414-5c33-4d38-b3a5-d69fdb379af7,1,39000,39000
372afe4e-b483-4c26-b5bd-42bd0e3d2dc4,f355794c-8089-466e-a330-4455281e7585,956c8342-4e1d-4714-9de8-824b8d6b447f,1,33000,33000
6bde9fab-de44-4db5-b103-179fc6e1be9f,840bdbfb-29f5-407d-a1c2-1c0d32982ebe,888e09ca-a1af-4d96-8b1a-f089c6d357cf,1,44000,44000
3b3eca28-9870-4047-99a0-7830a5a945a1,840bdbfb-29f5-407d-a1c2-1c0d32982ebe,67feff16-a1a5-45cd-9b11-0ffd7cf1ba5d,1,34000,34000
8885d65a-0b61-415c-aad5-ae901a3343ec,840bdbfb-29f5-407d-a1c2-1c0d32982ebe,2573cc11-d794-4e9c-97ed-f570513cc175,1,26000,26000
d147814d-e177-4d4d-a589-1e960ab0d9af,840bdbfb-29f5-407d-a1c2-1c0d32982ebe,121e4cf0-3c17-45f6-aee6-bd9cb999e444,2,39000,78000
298163eb-032d-4a5a-aadd-b68c7b5cd470,bde7f535-cc29-4628-b329-bf22c6dd9d99,198dd8f4-a3c9-4870-afa4-ea27557b9681,2,24000,48000
a56e6d7e-a53b-462a-8c06-760f068420d4,bde7f535-cc29-4628-b329-bf22c6dd9d99,d2000bbb-1809-4ad2-97c4-0c845ed663a1,2,25000,50000
088aef6d-05eb-4105-8408-a89ed332c263,bde7f535-cc29-4628-b329-bf22c6dd9d99,924a1c0e-27e5-490f-8d95-46d972f27eac,2,19000,38000
1de64730-5e85-405f-aa72-6e3099d5b8d7,1d5da7c2-de76-4341-8fe3-22ba8ef61c5f,fe2f36a8-af28-42dd-9780-08a30408647a,1,22000,22000
96bee796-bc16-44fb-974f-1f6d524aa798,1d5da7c2-de76-4341-8fe3-22ba8ef61c5f,9b487ffb-d090-4b09-be91-da480d044aca,1,42000,42000
3f18af42-aea3-48f2-983b-3265413734b9,1f3f7860-6838-4821-834f-b4c5844ad1be,188707c9-8cea-49a5-bf9d-6bb36f32e507,1,49000,49000
1bad75cd-4163-4d21-8880-45c494d78ee6,301b6637-4621-4975-ac1d-9b9d6a586090,924a1c0e-27e5-490f-8d95-46d972f27eac,1,19000,19000
54596f34-f85f-4d46-82b5-89fb31a0470a,301b6637-4621-4975-ac1d-9b9d6a586090,2573cc11-d794-4e9c-97ed-f570513cc175,1,26000,26000
4e84f303-d839-420a-aebe-7f4db79bbce5,301b6637-4621-4975-ac1d-9b9d6a586090,d2000bbb-1809-4ad2-97c4-0c845ed663a1,3,25000,75000
e0613955-ed1d-4334-a7a0-eefc493aa2f5,33cd9e32-699a-482a-b4c3-a21317c3a96b,d2ba5453-1ab8-49df-9667-cc9e7cf0426b,1,36000,36000
b19fe377-b89b-422b-b31f-8dea0c8a674d,8d6932c1-4b16-437b-96e6-70c8f46104fc,b14b8641-d673-4dc6-9f64-cf945c91c0c2,1,28000,28000
52aa6e23-a115-4aef-a8e3-9291fafb815b,8d6932c1-4b16-437b-96e6-70c8f46104fc,34dbc802-1b4c-44fa-affe-fcd964c379ad,1,45000,45000
a5b0a22d-dcd2-4990-a021-145d2f08510d,8d6932c1-4b16-437b-96e6-70c8f46104fc,f578b710-66b1-4ceb-87cb-887de576a8a9,1,42300,42300
a134d322-a206-4e22-bb35-6e37d3d32c73,a4e3849d-389d-4248-b6bb-865f496e8887,d1af1fb3-5895-4b98-8464-46d7c86a67fd,3,46000,138000
72919223-ea51-46c2-b549-483d85509ac6,cc69a241-688f-426f-9cf9-5ae5b4fa9ba0,25b49a34-5a45-4171-9b74-7a29bc2852ce,1,35000,35000
a19ab7d6-a155-4334-a0e0-388f9bfbab54,cc69a241-688f-426f-9cf9-5ae5b4fa9ba0,188707c9-8cea-49a5-bf9d-6bb36f32e507,2,49000,98000
7d8af169-f117-413d-8534-49462cadb184,cc69a241-688f-426f-9cf9-5ae5b4fa9ba0,dc1302e9-d407-45bb-82a3-aef9b723587f,1,23900,23900
2bbd1692-08e5-41e5-80e8-204609dc358b,0c5c69b3-8db8-4f65-a335-f9875d31d779,b2670e53-07e3-47cc-819c-86d9e989698b,1,15300,15300
1f11efbf-5351-4431-a280-01522f7b8ca3,5f281933-a7ce-4eb4-aba7-825b7c61650f,7e1f91b6-4a9c-4338-8bb3-6913d95bac49,1,26000,26000
7c273bd7-6c28-4f22-9c82-b4857aedd8ff,5f281933-a7ce-4eb4-aba7-825b7c61650f,b2670e53-07e3-47cc-819c-86d9e989698b,1,15300,15300
200fcf31-d086-401f-8c74-ef9ea2def1b2,5f281933-a7ce-4eb4-aba7-825b7c61650f,25b49a34-5a45-4171-9b74-7a29bc2852ce,1,35000,35000
1c4ce61b-a056-423d-b90e-65efc1d4d417,5f281933-a7ce-4eb4-aba7-825b7c61650f,2ed53cc8-bee4-44ca-bc6d-992cf9f7d1b7,1,33000,33000
fef9719c-d83f-4af9-a687-27dccb1fc4b3,29518f19-7088-46e9-9836-60f26ff5e578,d3db3622-844e-4a2e-9b2d-2f9b365cbdc2,1,38600,38600
1a59aad9-2ea7-4bea-9e20-c0431f614018,ca501422-32d7-4ba1-845f-450990f668c2,da6bbd5d-70d6-4b3e-8e38-06205bab0afb,1,46000,46000
a29f8600-e31a-4e28-a58e-f68fd49c7013,2e5d3d4b-e1b6-4de0-98ea-e7f09f972f7c,4aa9b57b-9623-4cb1-810b-497d0dd215d1,2,31000,62000
911d1796-412a-4f6c-9346-d5c97e12e638,02f5a2dd-b173-42a3-a06a-da90b88dde8a,1692ab85-3c94-493a-bb5b-04c9871912de,1,44000,44000
c9611c1a-5c14-4274-87c2-564eca991615,02f5a2dd-b173-42a3-a06a-da90b88dde8a,7e1f91b6-4a9c-4338-8bb3-6913d95bac49,1,26000,26000
d013b647-42f1-40f3-a111-2e8f9b3f2c45,1ad6f8e8-e1ad-475c-aa75-cc8e27778841,d2ba5453-1ab8-49df-9667-cc9e7cf0426b,3,36000,108000
a3c79ac8-4eb3-4a1e-be7f-ea131ca94223,f7aa5195-2e70-4ad3-94af-b37033c81fce,f0694b21-9373-4e61-90e3-ed66ad4bcdf9,1,52000,52000
a1c3cb8b-5b31-4ca6-90ea-091abab71369,f7aa5195-2e70-4ad3-94af-b37033c81fce,72036044-0715-4f89-9287-9a0779c5b2fb,1,23100,23100
ed1a81c1-0bc6-4f82-a07c-63ffedc8e72d,1a7b0f8e-126e-40c1-9468-e8476a1122d1,ba41dedf-c188-414d-abc2-8d7c08b312d7,1,28000,28000
e535bf38-1b5e-4301-b5a9-836e34530e19,8d3cd6ee-e0af-4455-b6a5-7c4ead149078,b14b8641-d673-4dc6-9f64-cf945c91c0c2,1,28000,28000
6883e622-a1f8-498b-893a-2be2819f8299,a2ee812e-fe35-4984-89b9-1b4bc893000f,d3db3622-844e-4a2e-9b2d-2f9b365cbdc2,1,38600,38600
3f0e315f-176b-44ae-bc7b-57f76d4de369,cd00ccdb-9aea-4f06-bc15-56cf33517db2,9b487ffb-d090-4b09-be91-da480d044aca,1,42000,42000
3417d9e7-e918-4bc7-a0d9-ad1af9dbace8,30a658a3-e7f3-4860-8608-23c46ab5c0de,f0694b21-9373-4e61-90e3-ed66ad4bcdf9,1,52000,52000
194a8b0d-96b5-4bc5-b137-eeeeeea4e147,ed88102a-07f0-46b8-b3bc-9d0911d3d0c5,ec705f3e-b67b-4ce9-858e-59ab201b5106,1,37000,37000
c2a36ff8-3174-4a8d-b8a9-671ed3c590bb,01f7b95e-b1c2-4b81-b624-bccd9f6e5650,b2670e53-07e3-47cc-819c-86d9e989698b,1,15300,15300
a84941b2-e282-4769-b779-94c1851d1a61,6029db0f-d1cf-4a2c-abf8-592cc030134f,35abdb91-c3f9-4459-a920-79a1c41ab9dd,2,23400,46800
aceab7ab-c1ec-4426-925c-6836bb50ae51,76ee5cf2-6e56-41da-90ef-6d5cc1580e68,dda0c490-c889-4338-b6d0-34e8ead900a4,1,22400,22400
060c7b83-a74b-40b6-8fc8-c8b784c7a45d,76ee5cf2-6e56-41da-90ef-6d5cc1580e68,d2ba5453-1ab8-49df-9667-cc9e7cf0426b,1,36000,36000
04f1f820-a842-46c2-906b-d537a1acfbc4,1d682caf-c4be-4774-a05d-1e931c31eccf,e5778131-260d-44cc-812a-bf50537e2e58,1,18100,18100
6be88ffb-8292-4bc5-b252-603e59055c91,1d682caf-c4be-4774-a05d-1e931c31eccf,924a1c0e-27e5-490f-8d95-46d972f27eac,2,19000,38000
94f5f1c8-bc93-4f1f-9fdc-9ce091d8af08,1d682caf-c4be-4774-a05d-1e931c31eccf,289389a7-e95d-417f-afaf-b1de6fb588db,1,23300,23300
07c5073e-d8a0-4d5f-8936-dc3b301d528f,c8c307b9-0539-4d51-ad48-f8f504bcc5c2,72036044-0715-4f89-9287-9a0779c5b2fb,2,23100,46200
da1280fe-b0fb-4f3b-b70a-40e310a5ec93,b765665d-da99-4d4b-89ba-5e6c3b79d346,e4d2dae0-5b6b-4aee-bb8d-eb8c0bd854a7,1,41000,41000
7fc96cba-610b-477c-8885-646b5b32883b,b765665d-da99-4d4b-89ba-5e6c3b79d346,1692ab85-3c94-493a-bb5b-04c9871912de,1,44000,44000
aa804ded-b456-4d53-be40-3f0010e6224d,b765665d-da99-4d4b-89ba-5e6c3b79d346,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,1,20100,20100
c592ff40-8f3a-4b23-9b61-0a579a4c305c,b765665d-da99-4d4b-89ba-5e6c3b79d346,35abdb91-c3f9-4459-a920-79a1c41ab9dd,1,23400,23400
9c00d5d7-d396-4005-9f0e-1abf8ea94a8f,8e890ea1-e483-4066-8c32-a9722183d992,f0694b21-9373-4e61-90e3-ed66ad4bcdf9,1,52000,52000
06eccc83-7b8e-4884-a547-890c7e47fcc6,8e890ea1-e483-4066-8c32-a9722183d992,04e16a79-0f5a-4c70-9f0a-9a3795cef656,1,38000,38000
3cf728d9-7514-40a6-a7ea-feaa44eea46d,8e890ea1-e483-4066-8c32-a9722183d992,d2ba5453-1ab8-49df-9667-cc9e7cf0426b,1,36000,36000
6d25f7e4-00a9-4fb8-bb84-276c7adc665c,93f8b9b5-564a-4f31-824b-5e39071db2c2,fe2f36a8-af28-42dd-9780-08a30408647a,1,22000,22000
e3e7aec2-83df-492c-9bb4-438f0cdfbb3a,4ea1241b-4a4c-4566-982b-ea06040486b8,04e16a79-0f5a-4c70-9f0a-9a3795cef656,1,38000,38000
fb9637a9-073f-42c5-ad2e-15e7631f8f53,7c9c60f4-57cb-4ea7-8aad-eeed5b9243c9,34dbc802-1b4c-44fa-affe-fcd964c379ad,1,45000,45000
64dfba94-e7d0-42ca-b4a2-79c2d03ed603,1ab468d0-3b5e-45f9-a29f-262325c7616d,3811802f-a6b8-46c0-a73e-a094bcb4f118,2,33000,66000
39a2bb64-fb71-4315-89f8-b5c79da3346b,1ab468d0-3b5e-45f9-a29f-262325c7616d,25b49a34-5a45-4171-9b74-7a29bc2852ce,1,35000,35000
1cccdaad-7573-4e27-af15-c529215db8ea,6863a429-d810-46e1-af12-5526243fba80,d1af1fb3-5895-4b98-8464-46d7c86a67fd,1,46000,46000
8059f2d4-fa9b-46ad-8099-d14b8095fa01,6863a429-d810-46e1-af12-5526243fba80,dcd9dd5d-f988-450e-834a-671effc11fcd,1,23200,23200
4566ca1e-8fbe-4a8e-8017-18cbaea050c7,6863a429-d810-46e1-af12-5526243fba80,35abdb91-c3f9-4459-a920-79a1c41ab9dd,1,23400,23400
85dce847-282c-4bcb-9c5e-c4c9bd7da5ef,6863a429-d810-46e1-af12-5526243fba80,34dbc802-1b4c-44fa-affe-fcd964c379ad,1,45000,45000
a2b54e19-4c0c-4a31-a8c7-498a1e711ea5,1fbbc1b6-7709-4f73-8576-18d77850518b,f578b710-66b1-4ceb-87cb-887de576a8a9,1,42300,42300
553d295b-4cc9-4f7c-ab9e-bc08e6b8cbb6,66ede0bc-b247-473d-a72f-ddc113b044b3,d2ba5453-1ab8-49df-9667-cc9e7cf0426b,1,36000,36000
299e8b0e-7b63-4251-9152-a326b511845f,ce2e6b89-ac86-4468-97f5-b1c131839e41,0ffb48e0-d66c-4853-a822-4bac813a5403,1,30000,30000
e157223a-7e94-49f0-813d-79e3294548bc,caf79888-2731-4a2e-8ad8-c1067a443a2c,f578b710-66b1-4ceb-87cb-887de576a8a9,1,42300,42300
361bb67c-6344-4802-8db9-04583bc9c1c7,caf79888-2731-4a2e-8ad8-c1067a443a2c,da6bbd5d-70d6-4b3e-8e38-06205bab0afb,2,46000,92000
4a4b4674-ac8d-4c9f-bfcc-0a76d428efae,aac05983-7b39-49fc-b2be-6ab8c5f5a39f,f578b710-66b1-4ceb-87cb-887de576a8a9,1,42300,42300
71cee0bf-1f42-4fd5-b9d0-06cb43601f5c,b26471d8-4ef7-4933-a740-b76d0f7f9b21,888e09ca-a1af-4d96-8b1a-f089c6d357cf,2,44000,88000
29cc8406-4920-4a3f-a860-274ee4f40b41,15950b3b-b4aa-41fe-94c5-3bef797a17d8,f0694b21-9373-4e61-90e3-ed66ad4bcdf9,1,52000,52000
7b0d58e0-62d8-4358-a9db-7505586a04ef,c5099a63-b8dd-498c-99e2-ba05e4211293,013d895b-0005-4a06-93a6-0b36f446a0fe,1,22000,22000
7290f5b8-be4d-402c-a41a-391b3457f91c,c5099a63-b8dd-498c-99e2-ba05e4211293,924a1c0e-27e5-490f-8d95-46d972f27eac,2,19000,38000
498b7d8f-4d55-46af-9b4d-e1a32dfc1df7,c5099a63-b8dd-498c-99e2-ba05e4211293,63beffb6-3600-436c-9b36-ab5f0632b76f,1,18000,18000
5d516b1f-41cc-498e-8fa9-e34cb79f4fac,c5099a63-b8dd-498c-99e2-ba05e4211293,d2000bbb-1809-4ad2-97c4-0c845ed663a1,2,25000,50000
001930b7-a4c7-4477-a0fe-f9455e15ef83,a47d6291-1389-4afe-95db-02725c8df7a4,bd04fecb-cdf3-472e-a600-2249ea446e3c,1,42000,42000
e7e308bc-cc0a-447b-a9ea-33f3e98e4992,513f8d37-d3ff-440c-bcfc-9dbf32adf4e9,b2670e53-07e3-47cc-819c-86d9e989698b,1,15300,15300
266ef2e4-55c7-41c3-ab18-3654d9db1543,f75dabb8-e97e-4acd-9ff4-c5bf236ec3d0,ec705f3e-b67b-4ce9-858e-59ab201b5106,1,37000,37000
1614e264-6e0a-4aef-a77e-63105c14e646,f75dabb8-e97e-4acd-9ff4-c5bf236ec3d0,3811802f-a6b8-46c0-a73e-a094bcb4f118,1,33000,33000
70a5dcec-d2d1-4476-931c-83f9f448e928,f75dabb8-e97e-4acd-9ff4-c5bf236ec3d0,72036044-0715-4f89-9287-9a0779c5b2fb,1,23100,23100
3dbbcb3b-552c-4bf4-97c3-f883c090b0a4,f75dabb8-e97e-4acd-9ff4-c5bf236ec3d0,63beffb6-3600-436c-9b36-ab5f0632b76f,1,18000,18000
50b68d27-a2b5-49e5-b7e5-8f7ac895afdc,9577b505-4034-496a-90ab-1c22bb67d5b6,63beffb6-3600-436c-9b36-ab5f0632b76f,2,18000,36000
263f756a-a205-4225-9c4d-653f795abd55,9577b505-4034-496a-90ab-1c22bb67d5b6,d2ba5453-1ab8-49df-9667-cc9e7cf0426b,1,36000,36000
b92bb486-a9f6-4de3-91a4-2efef825e509,9577b505-4034-496a-90ab-1c22bb67d5b6,0ffb48e0-d66c-4853-a822-4bac813a5403,1,30000,30000
47b25d31-79ff-4ac5-9ee3-6e4deddabea6,944dc6a4-6420-4f79-a08f-46ee9ed8bcdd,9b487ffb-d090-4b09-be91-da480d044aca,1,42000,42000
e60ba6de-b0c6-4aa6-a3a5-b7a458a4011e,6d13125c-e15c-4c56-993f-8437ede52fac,0ffb48e0-d66c-4853-a822-4bac813a5403,1,30000,30000
c083abdd-e778-4889-b622-73eb7d78dc57,f796a78c-b736-4774-bedd-f7817802b686,d3db3622-844e-4a2e-9b2d-2f9b365cbdc2,1,38600,38600
185dc443-1fd9-45d1-bca1-7ea18aa918be,f796a78c-b736-4774-bedd-f7817802b686,67feff16-a1a5-45cd-9b11-0ffd7cf1ba5d,2,34000,68000
6a3ab734-d04f-4e14-8c1a-7cff7737cc10,f796a78c-b736-4774-bedd-f7817802b686,1692ab85-3c94-493a-bb5b-04c9871912de,1,44000,44000
2a1d52fb-c478-471c-8294-27583ff97fe8,5b5b7328-40c2-4d28-9032-0d7caabdcdf9,888e09ca-a1af-4d96-8b1a-f089c6d357cf,1,44000,44000
f5b4ba64-03f2-4a5c-ad51-8656e25b2dee,ef3f7187-bd8b-4769-84a9-8f5337380fc8,b2670e53-07e3-47cc-819c-86d9e989698b,1,15300,15300
fa8bd6f3-99c0-4de3-8583-661bd6e50a44,ef3f7187-bd8b-4769-84a9-8f5337380fc8,da6bbd5d-70d6-4b3e-8e38-06205bab0afb,1,46000,46000
fdeb2ff2-2db8-4ab1-b932-cc2c0fdc2a01,dd3500b6-3ad3-4f94-b632-8b21e72298c0,bd04fecb-cdf3-472e-a600-2249ea446e3c,1,42000,42000
88d2a241-e4ca-46e1-803b-2da6b1215e69,dd3500b6-3ad3-4f94-b632-8b21e72298c0,0ffb48e0-d66c-4853-a822-4bac813a5403,2,30000,60000
64535e36-b6fc-46fd-8479-9f907fce1fc7,dd3500b6-3ad3-4f94-b632-8b21e72298c0,3811802f-a6b8-46c0-a73e-a094bcb4f118,2,33000,66000
ba8523de-9935-470e-9824-3c9fb0fc0f18,dc99b9a2-e31e-494b-a8d3-6a9f821f5b0e,35abdb91-c3f9-4459-a920-79a1c41ab9dd,1,23400,23400
13de8f03-85fb-41e4-bccf-d0ad1db56266,dc99b9a2-e31e-494b-a8d3-6a9f821f5b0e,e4d2dae0-5b6b-4aee-bb8d-eb8c0bd854a7,1,41000,41000
3c1ae2de-e317-47ce-afba-685cb8048bed,bacba514-4220-4268-8bd6-6ed62282bcc7,d1af1fb3-5895-4b98-8464-46d7c86a67fd,3,46000,138000
a7ebb33d-e3cc-4a96-bbc1-e8f3d7ce06cd,d21e7e58-43d5-4a72-8896-7a3eca759ecd,67feff16-a1a5-45cd-9b11-0ffd7cf1ba5d,1,34000,34000
7c497b02-e4f2-4cdd-8872-867a46beb18a,6ab25c4b-8383-4c27-98fd-9dd66a94f5c7,dcd9dd5d-f988-450e-834a-671effc11fcd,1,23200,23200
f5fc9bfc-4bc0-433a-a04e-e71d9bdedcb9,2824bb8c-ff8d-4a83-a772-ebd9b0ab2115,35abdb91-c3f9-4459-a920-79a1c41ab9dd,1,23400,23400
5ac679df-3ad7-435e-aea6-76cac62647d8,0bf42f01-ed89-439e-bf73-8f3d5aaba669,d2ba5453-1ab8-49df-9667-cc9e7cf0426b,1,36000,36000
359176a4-3fe7-4ed1-abcc-7d23e073812c,0bf42f01-ed89-439e-bf73-8f3d5aaba669,924a1c0e-27e5-490f-8d95-46d972f27eac,1,19000,19000
753bc701-0fa7-4659-bb9b-fc47c79cfcc9,0bf42f01-ed89-439e-bf73-8f3d5aaba669,e4d2dae0-5b6b-4aee-bb8d-eb8c0bd854a7,2,41000,82000
b040e7f5-6c47-440c-84c0-bd31a511507f,a0fc5cc4-d835-4926-b745-0016ed4228e6,4aa9b57b-9623-4cb1-810b-497d0dd215d1,1,31000,31000
7989cc49-021d-4dee-8db9-136885cfbf29,a90da52c-e2ab-43ca-b030-db1017849796,fe2f36a8-af28-42dd-9780-08a30408647a,1,22000,22000
47c4e612-9017-43f5-bcac-8445c779127a,210343ce-b671-4a18-973d-0dbb1ee17336,0ffb48e0-d66c-4853-a822-4bac813a5403,1,30000,30000
09f47f9a-ff84-4f18-b45b-a4c3302c4b0f,b6c27e6d-0686-4182-a790-e13d318801bf,1692ab85-3c94-493a-bb5b-04c9871912de,1,44000,44000
