id,user_id,order_number,status,total_amount,discount_amount,shipping_fee,shipping_address,coupon_code,utm_source,utm_medium,utm_campaign,ordered_at,created_at
bde7f535-cc29-4628-b329-bf22c6dd9d99,b1dca3e6-dc6c-4b34-873f-5e7c57fd5167,LUNA-20260214-0001,paid,122400,13600,0,"{""city"": ""울산광역시"", ""zipcode"": ""06153""}",WELCOME10,google,organic,,2026-02-14T16:17:05.547841+09:00,2026-02-14T16:17:05.547841+09:00
1d5da7c2-de76-4341-8fe3-22ba8ef61c5f,b1dca3e6-dc6c-4b34-873f-5e7c57fd5167,LUNA-20251021-0001,paid,57600,6400,0,"{""city"": ""인천광역시"", ""zipcode"": ""01242""}",WELCOME10,google,organic,,2025-10-21T21:55:58.192202+09:00,2025-10-21T21:55:58.192202+09:00
1f3f7860-6838-4821-834f-b4c5844ad1be,bc44da0a-d2e5-4dd9-8275-f5576fe51ed0,LUNA-20260227-0001,paid,52000,0,3000,"{""city"": ""경상남도"", ""zipcode"": ""46263""}",,kakao,cpc,spring_sale,2026-02-27T14:43:14.236194+09:00,2026-02-27T14:43:14.236194+09:00
301b6637-4621-4975-ac1d-9b9d6a586090,1de2c931-c01f-4655-867b-f5e916d8e259,LUNA-20260120-0001,delivered,120000,0,0,"{""city"": ""대전광역시"", ""zipcode"": ""51448""}",,instagram,social,brand_awareness,2026-01-20T12:43:37.052325+09:00,2026-01-20T12:43:37.052325+09:00
33cd9e32-699a-482a-b4c3-a21317c3a96b,1de2c931-c01f-4655-867b-f5e916d8e259,LUNA-20251113-0001,delivered,39000,0,3000,"{""city"": ""세종특별자치시"", ""zipcode"": ""12103""}",,instagram,social,brand_awareness,2025-11-13T21:18:38.355365+09:00,2025-11-13T21:18:38.355365+09:00
8d6932c1-4b16-437b-96e6-70c8f46104fc,1de2c931-c01f-4655-867b-f5e916d8e259,LUNA-20251122-0001,delivered,115300,0,0,"{""city"": ""인천광역시"", ""zipcode"": ""42175""}",,instagram,social,brand_awareness,2025-11-22T07:31:22.233192+09:00,2025-11-22T07:31:22.233192+09:00
a4e3849d-389d-4248-b6bb-865f496e8887,4d2d80fa-5026-4cbb-ad01-72eb346ad328,LUNA-20251030-0001,paid,124200,13800,0,"{""city"": ""경상북도"", ""zipcode"": ""88781""}",WELCOME10,naver,blog,review_campaign,2025-10-30T21:23:31.210072+09:00,2025-10-30T21:23:31.210072+09:00
cc69a241-688f-426f-9cf9-5ae5b4fa9ba0,4d2d80fa-5026-4cbb-ad01-72eb346ad328,LUNA-20260305-0001,paid,156900,0,0,"{""city"": ""전라남도"", ""zipcode"": ""94151""}",,naver,blog,review_campaign,2026-03-05T20:25:29.023007+09:00,2026-03-05T20:25:29.023007+09:00
0c5c69b3-8db8-4f65-a335-f9875d31d779,4d2d80fa-5026-4cbb-ad01-72eb346ad328,LUNA-20250928-0001,paid,18300,0,3000,"{""city"": ""세종특별자치시"", ""zipcode"": ""26384""}",,,,,2025-09-28T10:06:01.555129+09:00,2025-09-28T10:06:01.555129+09:00
5f281933-a7ce-4eb4-aba7-825b7c61650f,e4262c67-aeaa-492c-a0de-70af9166e6d4,LUNA-20251230-0001,paid,104300,5000,0,"{""city"": ""강원특별자치도"", ""zipcode"": ""91122""}",LUNA5000,google,organic,,2025-12-30T20:27:27.858302+09:00,2025-12-30T20:27:27.858302+09:00
29518f19-7088-46e9-9836-60f26ff5e578,ac97a45b-64a2-49ed-bf51-9e73f3180944,LUNA-20260126-0001,paid,41600,0,3000,"{""city"": ""전라남도"", ""zipcode"": ""28837""}",,naver,organic,,2026-01-26T09:08:33.504768+09:00,2026-01-26T09:08:33.504768+09:00
ca501422-32d7-4ba1-845f-450990f668c2,17fd40bd-8526-450b-bf1e-938e4a991871,LUNA-20260301-0002,cancelled,49000,0,3000,"{""city"": ""울산광역시"", ""zipcode"": ""05661""}",,naver,organic,,2026-03-01T22:30:50.694036+09:00,2026-03-01T22:30:50.694036+09:00
2e5d3d4b-e1b6-4de0-98ea-e7f09f972f7c,17fd40bd-8526-450b-bf1e-938e4a991871,LUNA-20260201-0002,paid,62000,0,0,"{""city"": ""세종특별자치시"", ""zipcode"": ""32397""}",,naver,organic,,2026-02-01T17:56:01.019233+09:00,2026-02-01T17:56:01.019233+09:00
02f5a2dd-b173-42a3-a06a-da90b88dde8a,17fd40bd-8526-450b-bf1e-938e4a991871,LUNA-20250613-0001,paid,70000,0,0,"{""city"": ""세종특별자치시"", ""zipcode"": ""37876""}",,naver,organic,,2025-06-13T11:49:17.151367+09:00,2025-06-13T11:49:17.151367+09:00
1ad6f8e8-e1ad-475c-aa75-cc8e27778841,6463629d-a01d-46a7-8d20-2ae16202b264,LUNA-20260325-0001,paid,108000,0,0,"{""city"": ""광주광역시"", ""zipcode"": ""53007""}",,naver,blog,review_campaign,2026-03-25T12:56:34.280230+09:00,2026-03-25T12:56:34.280230+09:00
f7aa5195-2e70-4ad3-94af-b37033c81fce,2f16c49d-bf56-468a-b8c1-6e30d207be1c,LUNA-20260106-0002,paid,75100,0,0,"{""city"": ""대구광역시"", ""zipcode"": ""09505""}",,google,organic,,2026-01-06T11:24:27.995405+09:00,2026-01-06T11:24:27.995405+09:00
1a7b0f8e-126e-40c1-9468-e8476a1122d1,2f16c49d-bf56-468a-b8c1-6e30d207be1c,LUNA-20251223-0001,paid,31000,0,3000,"{""city"": ""대구광역시"", ""zipcode"": ""60571""}",,google,organic,,2025-12-23T10:28:48.909740+09:00,2025-12-23T10:28:48.909740+09:00
8d3cd6ee-e0af-4455-b6a5-7c4ead149078,81b2f833-94c5-4479-aaf9-825eb28b29be,LUNA-20251228-0001,paid,31000,0,3000,"{""city"": ""충청북도"", ""zipcode"": ""19881""}",,naver,blog,review_campaign,2025-12-28T06:20:35.709475+09:00,2025-12-28T06:20:35.709475+09:00
a2ee812e-fe35-4984-89b9-1b4bc893000f,5f7ed419-8519-47c2-ae65-0c68c0023f96,LUNA-20260223-0003,paid,41600,0,3000,"{""city"": ""대전광역시"", ""zipcode"": ""77885""}",,youtube,social,influencer_collab,2026-02-23T20:02:56.600828+09:00,2026-02-23T20:02:56.600828+09:00
cd00ccdb-9aea-4f06-bc15-56cf33517db2,5f7ed419-8519-47c2-ae65-0c68c0023f96,LUNA-20260325-0002,paid,45000,0,3000,"{""city"": ""전라북도"", ""zipcode"": ""90534""}",,youtube,social,influencer_collab,2026-03-25T20:22:21.876149+09:00,2026-03-25T20:22:21.876149+09:00
30a658a3-e7f3-4860-8608-23c46ab5c0de,5f7ed419-8519-47c2-ae65-0c68c0023f96,LUNA-20260228-0001,paid,49800,5200,3000,"{""city"": ""경기도"", ""zipcode"": ""40104""}",WELCOME10,google,organic,,2026-02-28T08:13:28.460124+09:00,2026-02-28T08:13:28.460124+09:00
ed88102a-07f0-46b8-b3bc-9d0911d3d0c5,5f7ed419-8519-47c2-ae65-0c68c0023f96,LUNA-20260102-0001,paid,40000,0,3000,"{""city"": ""경기도"", ""zipcode"": ""46245""}",,youtube,social,influencer_collab,2026-01-02T14:40:42.234689+09:00,2026-01-02T14:40:42.234689+09:00
01f7b95e-b1c2-4b81-b624-bccd9f6e5650,7f46f56f-ff12-44f7-a27b-4cd57519813e,LUNA-20250725-0001,paid,18300,0,3000,"{""city"": ""서울특별시"", ""zipcode"": ""18517""}",,google,organic,,2025-07-25T11:31:00.051118+09:00,2025-07-25T11:31:00.051118+09:00
6029db0f-d1cf-4a2c-abf8-592cc030134f,d3bbbbca-ad99-468a-bcae-5d344c850f03,LUNA-20260308-0001,paid,49800,0,3000,"{""city"": ""강원특별자치도"", ""zipcode"": ""46004""}",,instagram,social,brand_awareness,2026-03-08T12:35:23.498439+09:00,2026-03-08T12:35:23.498439+09:00
76ee5cf2-6e56-41da-90ef-6d5cc1580e68,c3d51a39-3a96-44fc-a6bd-9e44c57eeb5a,LUNA-20251120-0001,delivered,58400,0,0,"{""city"": ""강원특별자치도"", ""zipcode"": ""21289""}",,kakao,cpc,spring_sale,2025-11-20T23:42:32.813224+09:00,2025-11-20T23:42:32.813224+09:00
1d682caf-c4be-4774-a05d-1e931c31eccf,c3d51a39-3a96-44fc-a6bd-9e44c57eeb5a,LUNA-20251029-0001,paid,79400,0,0,"{""city"": ""경상남도"", ""zipcode"": ""51145""}",,,,,2025-10-29T18:36:56.018040+09:00,2025-10-29T18:36:56.018040+09:00
c8c307b9-0539-4d51-ad48-f8f504bcc5c2,c3d51a39-3a96-44fc-a6bd-9e44c57eeb5a,LUNA-20251216-0001,delivered,49200,0,3000,"{""city"": ""강원특별자치도"", ""zipcode"": ""12939""}",,,,,2025-12-16T23:54:15.225591+09:00,2025-12-16T23:54:15.225591+09:00
b765665d-da99-4d4b-89ba-5e6c3b79d346,fa142446-a2be-476c-ae52-a4eee6bab428,LUNA-20260330-0001,cancelled,128500,0,0,"{""city"": ""경상남도"", ""zipcode"": ""30448""}",,,,,2026-03-30T13:41:12.491864+09:00,2026-03-30T13:41:12.491864+09:00
8e890ea1-e483-4066-8c32-a9722183d992,5cba29c9-3fc3-4ec0-b286-752d25a6c20c,LUNA-20251101-0001,paid,126000,0,0,"{""city"": ""경상북도"", ""zipcode"": ""89848""}",,google,organic,,2025-11-01T20:29:55.501515+09:00,2025-11-01T20:29:55.501515+09:00
93f8b9b5-564a-4f31-824b-5e39071db2c2,30a17afc-6d77-4f8d-baa6-6cbd87ea8a23,LUNA-20251213-0001,paid,25000,0,3000,"{""city"": ""경상북도"", ""zipcode"": ""16046""}",,google,organic,,2025-12-13T07:49:56.953324+09:00,2025-12-13T07:49:56.953324+09:00
4ea1241b-4a4c-4566-982b-ea06040486b8,30a17afc-6d77-4f8d-baa6-6cbd87ea8a23,LUNA-20260118-0001,paid,41000,0,3000,"{""city"": ""대구광역시"", ""zipcode"": ""54021""}",,instagram,social,brand_awareness,2026-01-18T12:05:38.857637+09:00,2026-01-18T12:05:38.857637+09:00
7c9c60f4-57cb-4ea7-8aad-eeed5b9243c9,30a17afc-6d77-4f8d-baa6-6cbd87ea8a23,LUNA-20251031-0001,cancelled,48000,0,3000,"{""city"": ""세종특별자치시"", ""zipcode"": ""90170""}",,instagram,social,brand_awareness,2025-10-31T13:22:49.986786+09:00,2025-10-31T13:22:49.986786+09:00
1ab468d0-3b5e-45f9-a29f-262325c7616d,c8a0de45-4338-46dd-a91f-badced74dd8e,LUNA-20260304-0001,delivered,101000,0,0,"{""city"": ""대구광역시"", ""zipcode"": ""56814""}",,google,organic,,2026-03-04T13:29:28.401240+09:00,2026-03-04T13:29:28.401240+09:00
6863a429-d810-46e1-af12-5526243fba80,e7f3b4ed-8e74-441b-b8b5-a74cbb3aa3b6,LUNA-20260228-0002,delivered,137600,0,0,"{""city"": ""전라북도"", ""zipcode"": ""98315""}",,instagram,social,brand_awareness,2026-02-28T21:56:07.801475+09:00,2026-02-28T21:56:07.801475+09:00
1fbbc1b6-7709-4f73-8576-18d77850518b,e7f3b4ed-8e74-441b-b8b5-a74cbb3aa3b6,LUNA-20260104-0001,paid,45300,0,3000,"{""city"": ""광주광역시"", ""zipcode"": ""29107""}",,instagram,social,brand_awareness,2026-01-04T11:22:47.718033+09:00,2026-01-04T11:22:47.718033+09:00
66ede0bc-b247-473d-a72f-ddc113b044b3,99e72de1-bbd0-46ce-a3c9-c4096e401fde,LUNA-20260326-0002,paid,35400,3600,3000,"{""city"": ""인천광역시"", ""zipcode"": ""22836""}",WELCOME10,kakao,cpc,spring_sale,2026-03-26T20:19:52.634578+09:00,2026-03-26T20:19:52.634578+09:00
ce2e6b89-ac86-4468-97f5-b1c131839e41,99e72de1-bbd0-46ce-a3c9-c4096e401fde,LUNA-20260320-0002,delivered,33000,0,3000,"{""city"": ""경기도"", ""zipcode"": ""84937""}",,google,organic,,2026-03-20T14:44:38.259621+09:00,2026-03-20T14:44:38.259621+09:00
caf79888-2731-4a2e-8ad8-c1067a443a2c,2ce19f58-e792-4115-9826-8830565ea17e,LUNA-20260327-0003,cancelled,134300,0,0,"{""city"": ""경상남도"", ""zipcode"": ""06396""}",,naver,organic,,2026-03-27T12:30:55.722775+09:00,2026-03-27T12:30:55.722775+09:00
aac05983-7b39-49fc-b2be-6ab8c5f5a39f,357c9598-19ed-4569-a96a-b54108068a7a,LUNA-20260212-0001,paid,45300,0,3000,"{""city"": ""강원특별자치도"", ""zipcode"": ""84526""}",,google,organic,,2026-02-12T12:05:05.375662+09:00,2026-02-12T12:05:05.375662+09:00
b26471d8-4ef7-4933-a740-b76d0f7f9b21,542456c7-3881-4601-98f6-27beeb770031,LUNA-20260221-0001,delivered,88000,0,0,"{""city"": ""제주특별자치도"", ""zipcode"": ""94439""}",,naver,organic,,2026-02-21T15:39:26.787971+09:00,2026-02-21T15:39:26.787971+09:00
15950b3b-b4aa-41fe-94c5-3bef797a17d8,ed6c86c5-38eb-47e5-bd9b-1ed3442c5b24,LUNA-20260204-0001,paid,52000,0,0,"{""city"": ""대전광역시"", ""zipcode"": ""64970""}",,instagram,social,brand_awareness,2026-02-04T17:51:59.079384+09:00,2026-02-04T17:51:59.079384+09:00
c5099a63-b8dd-498c-99e2-ba05e4211293,ed6c86c5-38eb-47e5-bd9b-1ed3442c5b24,LUNA-20260126-0002,paid,128000,0,0,"{""city"": ""부산광역시"", ""zipcode"": ""69342""}",,,,,2026-01-26T14:43:09.978684+09:00,2026-01-26T14:43:09.978684+09:00
a47d6291-1389-4afe-95db-02725c8df7a4,ed6c86c5-38eb-47e5-bd9b-1ed3442c5b24,LUNA-20260203-0001,paid,45000,0,3000,"{""city"": ""부산광역시"", ""zipcode"": ""91320""}",,instagram,social,brand_awareness,2026-02-03T23:38:36.839795+09:00,2026-02-03T23:38:36.839795+09:00
513f8d37-d3ff-440c-bcfc-9dbf32adf4e9,ed6c86c5-38eb-47e5-bd9b-1ed3442c5b24,LUNA-20260220-0001,paid,18300,0,3000,"{""city"": ""서울특별시"", ""zipcode"": ""30162""}",,google,organic,,2026-02-20T15:44:27.971273+09:00,2026-02-20T15:44:27.971273+09:00
f75dabb8-e97e-4acd-9ff4-c5bf236ec3d0,afb06435-8d80-401f-8a91-c22243b4e853,LUNA-20251129-0001,paid,111100,0,0,"{""city"": ""서울특별시"", ""zipcode"": ""41903""}",,instagram,social,brand_awareness,2025-11-29T19:28:42.505420+09:00,2025-11-29T19:28:42.505420+09:00
9577b505-4034-496a-90ab-1c22bb67d5b6,8581f735-8a56-455d-bd33-edac70e00a13,LUNA-20251102-0001,paid,102000,0,0,"{""city"": ""인천광역시"", ""zipcode"": ""06153""}",,kakao,cpc,spring_sale,2025-11-02T18:00:19.043059+09:00,2025-11-02T18:00:19.043059+09:00
944dc6a4-6420-4f79-a08f-46ee9ed8bcdd,8581f735-8a56-455d-bd33-edac70e00a13,LUNA-20251108-0001,delivered,45000,0,3000,"{""city"": ""울산광역시"", ""zipcode"": ""22155""}",,instagram,social,brand_awareness,2025-11-08T16:55:48.499693+09:00,2025-11-08T16:55:48.499693+09:00
6d13125c-e15c-4c56-993f-8437ede52fac,8581f735-8a56-455d-bd33-edac70e00a13,LUNA-20260303-0002,paid,33000,0,3000,"{""city"": ""울산광역시"", ""zipcode"": ""68473""}",,kakao,cpc,spring_sale,2026-03-03T20:02:55.019356+09:00,2026-03-03T20:02:55.019356+09:00
f796a78c-b736-4774-bedd-f7817802b686,8581f735-8a56-455d-bd33-edac70e00a13,LUNA-20260217-0001,delivered,150600,0,0,"{""city"": ""경기도"", ""zipcode"": ""36533""}",,naver,blog,review_campaign,2026-02-17T18:50:32.036659+09:00,2026-02-17T18:50:32.036659+09:00
5b5b7328-40c2-4d28-9032-0d7caabdcdf9,e6f0b5b8-221e-4666-83f5-575607b7a83c,LUNA-20260104-0002,delivered,47000,0,3000,"{""city"": ""전라북도"", ""zipcode"": ""74604""}",,naver,organic,,2026-01-04T15:51:58.215631+09:00,2026-01-04T15:51:58.215631+09:00
ef3f7187-bd8b-4769-84a9-8f5337380fc8,34e14123-93e0-4170-9df1-1e0d4d099cfa,LUNA-20251213-0002,paid,61300,0,0,"{""city"": ""세종특별자치시"", ""zipcode"": ""67200""}",,youtube,social,influencer_collab,2025-12-13T19:38:42.897195+09:00,2025-12-13T19:38:42.897195+09:00
dd3500b6-3ad3-4f94-b632-8b21e72298c0,34e14123-93e0-4170-9df1-1e0d4d099cfa,LUNA-20251004-0001,paid,168000,0,0,"{""city"": ""충청북도"", ""zipcode"": ""84361""}",,youtube,social,influencer_collab,2025-10-04T11:19:12.570682+09:00,2025-10-04T11:19:12.570682+09:00
dc99b9a2-e31e-494b-a8d3-6a9f821f5b0e,3ecc779a-34a3-4d18-8382-ca51fac4f4f3,LUNA-20251014-0001,paid,64400,0,0,"{""city"": ""경상남도"", ""zipcode"": ""24426""}",,instagram,social,brand_awareness,2025-10-14T17:07:46.356191+09:00,2025-10-14T17:07:46.356191+09:00
bacba514-4220-4268-8bd6-6ed62282bcc7,0516a336-d836-4331-8a78-2d2cb1bf8539,LUNA-20251209-0001,delivered,124200,13800,0,"{""city"": ""경상남도"", ""zipcode"": ""78197""}",WELCOME10,naver,organic,,2025-12-09T12:04:16.339624+09:00,2025-12-09T12:04:16.339624+09:00
d21e7e58-43d5-4a72-8896-7a3eca759ecd,fe784bc2-ac96-4524-a050-5b0d444bda1d,LUNA-20260120-0002,paid,37000,0,3000,"{""city"": ""대전광역시"", ""zipcode"": ""43734""}",,google,organic,,2026-01-20T18:12:17.013667+09:00,2026-01-20T18:12:17.013667+09:00
6ab25c4b-8383-4c27-98fd-9dd66a94f5c7,32998352-6397-415e-9f11-706efa24b1a8,LUNA-20251214-0001,delivered,26200,0,3000,"{""city"": ""광주광역시"", ""zipcode"": ""64273""}",,instagram,social,brand_awareness,2025-12-14T23:02:54.979882+09:00,2025-12-14T23:02:54.979882+09:00
2824bb8c-ff8d-4a83-a772-ebd9b0ab2115,32998352-6397-415e-9f11-706efa24b1a8,LUNA-20251206-0001,paid,26400,0,3000,"{""city"": ""울산광역시"", ""zipcode"": ""20376""}",,instagram,social,brand_awareness,2025-12-06T23:46:17.102441+09:00,2025-12-06T23:46:17.102441+09:00
0bf42f01-ed89-439e-bf73-8f3d5aaba669,32998352-6397-415e-9f11-706efa24b1a8,LUNA-20251218-0001,delivered,123300,13700,0,"{""city"": ""경상북도"", ""zipcode"": ""88214""}",WELCOME10,instagram,social,brand_awareness,2025-12-18T13:14:10.332612+09:00,2025-12-18T13:14:10.332612+09:00
a0fc5cc4-d835-4926-b745-0016ed4228e6,5b59b5cd-7bfe-474a-9852-e5fbcef29b27,LUNA-20260322-0001,delivered,34000,0,3000,"{""city"": ""경상북도"", ""zipcode"": ""84148""}",,kakao,cpc,spring_sale,2026-03-22T00:42:19.222477+09:00,2026-03-22T00:42:19.222477+09:00
a90da52c-e2ab-43ca-b030-db1017849796,a15c1047-216f-482c-833a-eb50ba886acc,LUNA-20260125-0001,paid,25000,0,3000,"{""city"": ""대구광역시"", ""zipcode"": ""60191""}",,naver,blog,review_campaign,2026-01-25T16:50:56.750001+09:00,2026-01-25T16:50:56.750001+09:00
210343ce-b671-4a18-973d-0dbb1ee17336,40ee50db-0d04-4b7d-a70e-85feb01ad21f,LUNA-20260218-0001,paid,33000,0,3000,"{""city"": ""울산광역시"", ""zipcode"": ""44389""}",,,,,2026-02-18T20:13:13.392927+09:00,2026-02-18T20:13:13.392927+09:00
