id,product_id,change_type,quantity_change,quantity_after,reason,created_at
1f21d391-8125-41d3-9312-aad421ccb7ff,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-3,161,주문 판매,2026-01-13T08:16:58.193244+09:00
92cbe09a-7581-49ed-bce1-ab7d24238b29,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,160,주문 판매,2026-01-24T16:31:05.785877+09:00
cc3c7146-9ec7-47a4-b4ad-9b3cd72835fd,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,159,주문 판매,2026-03-28T18:30:52.327949+09:00
9e5e0c08-2653-49e3-9c36-0b50d69bd0f9,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,158,주문 판매,2026-01-16T09:27:09.601060+09:00
43159eff-d978-46e2-b030-e5c8c82a9f9f,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,157,주문 판매,2025-11-12T13:49:20.439796+09:00
f4a822b4-d5a3-4e11-9471-24f4faf9cbbf,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,156,주문 판매,2025-12-27T20:26:28.554055+09:00
16fd06ed-9a32-486c-8da3-05b6e0538bc4,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,155,주문 판매,2026-03-22T21:00:29.792738+09:00
992996b0-e328-4d93-ac09-ac787f3b2abe,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,154,주문 판매,2026-01-09T01:51:50.920731+09:00
385b63c5-c96e-4354-9973-e066362a1fae,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,153,주문 판매,2026-03-29T08:41:48.921549+09:00
dbef3ec5-bbe2-4993-a0c3-3cb6979b1321,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,151,주문 판매,2025-12-18T20:20:09.843200+09:00
efb42af0-aba8-4549-b4c1-2dfa4f6c1d0a,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,150,주문 판매,2026-03-17T14:53:12.769628+09:00
36725051-e9e1-453c-9aa1-833fdcd31125,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,149,주문 판매,2026-01-16T19:43:54.298657+09:00
34e915ba-d5f8-4db7-b0ff-fdeb83a2ffeb,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,148,주문 판매,2025-12-23T20:58:45.297545+09:00
315ae947-2672-494c-b68a-f211808fe4a8,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,146,주문 판매,2025-11-23T18:45:03.657558+09:00
e354281d-3c2d-4686-8de5-e45dd2bf1a18,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,145,주문 판매,2026-01-27T13:59:43.552810+09:00
f88cf21e-6572-470d-b13a-35c4b03a77f1,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,144,주문 판매,2026-02-06T22:58:51.942748+09:00
9fdff659-f0a6-4095-9aa4-6e5d6e58c5d3,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,143,주문 판매,2025-12-23T19:07:58.942191+09:00
2e3445dd-98b7-45af-8dda-d98a89ae8cdc,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-3,140,주문 판매,2026-01-31T21:13:15.784280+09:00
a8236d2b-8217-4baa-ba6d-7fb211f6739e,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,139,주문 판매,2026-03-15T13:01:57.946392+09:00
6b07b285-95d6-4aa8-95b9-afa3b7ec22e5,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,138,주문 판매,2026-01-18T19:11:53.926674+09:00
fd2c3e59-f45b-4c4e-bcde-4d299ab5154b,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,137,주문 판매,2025-06-25T20:04:19.535773+09:00
caa1011a-1eb9-411b-9646-f62ed03d3456,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-3,134,주문 판매,2026-02-13T13:26:07.222089+09:00
29de3acb-a86f-44c4-a6d6-e64eb6efe382,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,133,주문 판매,2026-03-25T16:55:58.345392+09:00
d0f2b54f-52e3-4668-9099-8aead3d9c4f9,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,131,주문 판매,2026-01-21T18:42:34.955599+09:00
c7edcd37-b671-4d7d-b0ce-20cb8be04252,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,130,주문 판매,2026-03-13T20:40:42.886631+09:00
f736bd0b-5412-43b5-b224-4311036c5161,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,129,주문 판매,2025-10-25T21:39:40.961099+09:00
3aa0ee2f-6c9d-46e5-9545-662b11a25208,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,128,주문 판매,2026-03-17T17:58:36.314166+09:00
76412607-dc98-4b52-9d60-05498a367d4e,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,127,주문 판매,2025-09-09T21:30:51.815672+09:00
3d76ab14-19ee-4028-938a-398868c00430,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,126,주문 판매,2026-03-30T19:57:33.578060+09:00
1cf2858a-946d-4aca-88ba-10dd8f337f1d,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,125,주문 판매,2025-12-12T21:29:46.083960+09:00
a5cd623e-d283-4dd0-ba1c-78721eb7348d,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,123,주문 판매,2025-12-11T01:13:42.057668+09:00
665a2cc0-32a3-4f3c-ac81-e12f7411066b,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,122,주문 판매,2026-03-29T17:40:48.438741+09:00
cbb9a98c-fc70-473c-8732-8768ca32ba8f,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,121,주문 판매,2026-03-27T06:22:42.251073+09:00
3716ef10-46bb-4ac5-85e9-21efbaff9076,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,119,주문 판매,2026-02-08T14:14:43.851756+09:00
b64220b2-d05e-4d41-bcb8-088fc43c08f2,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,118,주문 판매,2025-12-13T10:44:08.137136+09:00
950a3f0d-1341-4bb0-a4d4-bb4bbbfd9d5a,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,117,주문 판매,2026-01-25T19:31:11.980816+09:00
c2a2b35f-eac6-4b57-889d-21c77b3499fe,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,115,주문 판매,2025-07-27T13:03:09.196334+09:00
98bd75d4-cd59-47de-bc19-90211e7aa95e,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,114,주문 판매,2026-01-13T20:38:34.148424+09:00
11a26031-a5f7-4f0f-b64b-60312a5f5460,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,113,주문 판매,2025-09-18T21:45:35.274623+09:00
e67202c5-e1b2-4b01-bfa5-1041571d9ef6,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,111,주문 판매,2025-12-18T09:38:28.615331+09:00
b201972d-b4c3-4377-b552-5b974d3092c5,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,110,주문 판매,2026-03-13T11:29:02.780860+09:00
ad54225a-8487-4248-8351-da7c53c04327,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,109,주문 판매,2026-02-28T21:55:39.725924+09:00
03c26961-c54f-4281-9380-2db8d0fc8dae,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,108,주문 판매,2025-11-16T14:53:08.035600+09:00
3df3e609-c100-43d7-8557-d6c8639b944a,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,106,주문 판매,2026-01-14T11:37:50.345333+09:00
e7edba06-d18b-4422-a7dc-be15647018d9,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,105,주문 판매,2025-12-14T16:54:18.290133+09:00
bda0fed1-7d8e-4d7b-9d96-bda269e0930e,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,104,주문 판매,2026-03-14T21:32:03.820011+09:00
6af28533-bbe6-4e5d-8256-aa8eaba95ee7,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,103,주문 판매,2025-12-05T12:16:08.495357+09:00
3838ef04-3533-4c59-b686-444be47c10e4,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,101,주문 판매,2025-12-12T22:37:44.801584+09:00
4a67c6a8-2e4a-4eb9-a141-3b9e7a7cde83,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,100,주문 판매,2026-03-31T00:34:55.844965+09:00
e7a1c4a3-7a65-4a4c-a890-50323437f675,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,98,주문 판매,2026-03-13T15:49:40.210293+09:00
ccd3a1a8-d0b7-41b0-98ec-c88ad0ba81ce,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,97,주문 판매,2025-09-27T23:06:30.205760+09:00
89a4b886-bf13-404b-b81e-68512a133e3d,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,96,주문 판매,2025-11-12T19:43:16.504147+09:00
39016cd4-3935-48ac-b2d5-bea7f21c7603,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,95,주문 판매,2026-01-12T12:39:28.323389+09:00
199b5013-e222-4336-8d76-52b712ceda6e,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,93,주문 판매,2026-01-01T21:47:25.055636+09:00
3f24a109-1c90-4ae1-87f8-926e5ce17528,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,92,주문 판매,2025-11-16T17:26:14.928051+09:00
5d6334f8-31dd-4041-9a92-2c6da8218d60,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,91,주문 판매,2025-12-22T15:38:30.792300+09:00
580683ee-8f32-42f9-9e10-ea94fab0122a,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,90,주문 판매,2026-03-06T21:51:05.049043+09:00
7da2ceb4-9b7a-41dc-b918-774c3ec9e448,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-1,89,주문 판매,2026-03-19T22:19:55.812562+09:00
702a4bc8-a9b9-495a-ab7d-679941118cda,72036044-0715-4f89-9287-9a0779c5b2fb,sale,-2,87,주문 판매,2026-02-13T11:16:12.143818+09:00
1a32b604-8a84-4d43-a630-bb59d775bbb7,72036044-0715-4f89-9287-9a0779c5b2fb,return,1,88,고객 반품,2025-05-15T22:55:14.560454+09:00
589285c3-9ba1-4666-8586-3351342dc6c6,72036044-0715-4f89-9287-9a0779c5b2fb,return,1,89,고객 반품,2025-12-13T10:08:26.936316+09:00
540a90ef-b12f-47cf-8acf-967a2ebc6629,72036044-0715-4f89-9287-9a0779c5b2fb,inbound,57,146,정기 재입고,2026-02-27T11:38:08.236361+09:00
047e569d-ea92-4f58-b7ec-b822c6899964,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,inbound,147,147,초기 입고,2025-04-01T00:00:00+09:00
7f560e7f-6b58-4a78-843e-0f7ae9e02be8,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,146,주문 판매,2026-01-17T20:55:55.799011+09:00
069db755-9e8a-4669-8634-02fa7e4e3eac,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,145,주문 판매,2026-02-12T21:20:55.944511+09:00
0042192c-6dcf-4c6f-9bfa-5c4f6b205626,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,143,주문 판매,2025-10-28T00:19:40.034782+09:00
f4bb2c26-e36e-441c-9ce4-f506813ed1f8,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,142,주문 판매,2026-03-22T11:16:26.254526+09:00
2322329e-edb3-4852-8036-e1dcbd8800ad,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,141,주문 판매,2026-02-20T15:59:06.253795+09:00
5c301d0f-5325-4f14-ac1f-a8c9b4f3a1d7,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-3,138,주문 판매,2026-03-15T20:34:01.018364+09:00
f119fdde-4c88-42ca-9555-109a244c983c,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,136,주문 판매,2026-03-01T21:39:38.988318+09:00
6d8cb899-9f60-4687-884e-865ee48df42e,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,135,주문 판매,2026-03-07T21:32:04.750779+09:00
d075c843-b370-4a81-a531-db463d34c301,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,134,주문 판매,2026-01-30T12:48:47.773036+09:00
9d8c894e-5b0e-4e38-8e70-4ba8a69c0e58,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,132,주문 판매,2026-03-31T20:11:03.887765+09:00
b460d5f3-cc2c-4e74-aa84-53d8f4038a02,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-3,129,주문 판매,2025-12-02T18:42:41.339512+09:00
edd89385-53b4-4e47-8191-4fdca63d8316,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,128,주문 판매,2026-01-15T23:34:13.778964+09:00
2255e644-25f8-4510-a3f9-2e75a2b200e9,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,126,주문 판매,2026-02-20T23:05:19.567207+09:00
79183786-9d11-4ba8-a520-7a26993aff05,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,125,주문 판매,2026-01-11T07:42:04.959834+09:00
bb1430e4-cfc1-4167-88b8-522c7ef54402,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,123,주문 판매,2025-12-04T17:47:34.736202+09:00
9604c7cb-a2b1-460d-8d28-004bd1fab744,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,122,주문 판매,2026-01-17T21:43:41.908975+09:00
e6c3eb55-0608-4011-8729-e9866fde637f,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,120,주문 판매,2026-03-27T10:02:01.347585+09:00
5c396a03-785a-45bb-a130-402ac987f026,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,119,주문 판매,2026-01-16T20:32:36.320510+09:00
20588532-accd-4ce8-9c6c-8a787cc0a45c,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-3,116,주문 판매,2026-03-31T20:44:48.538656+09:00
7ada9c00-099c-4200-a23c-b9025d59b7f0,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,115,주문 판매,2026-01-22T12:30:57.759338+09:00
5d8b3e3c-88b9-4459-843d-2d043b1a7b49,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,114,주문 판매,2026-03-24T20:48:20.378224+09:00
6e7f114e-9ece-4e4f-8567-b6a40cb66520,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,112,주문 판매,2026-03-07T09:27:03.412594+09:00
a6e41866-caef-44e6-b294-648ab735b093,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,111,주문 판매,2026-02-21T19:20:15.191883+09:00
7d59bc7c-e208-49a2-b401-dcd7ac357c08,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,109,주문 판매,2026-03-15T19:22:39.717489+09:00
caae5148-545f-4361-81cf-8c7e58f9af8b,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,107,주문 판매,2025-12-31T08:52:32.084191+09:00
dddc129a-d251-4123-b4ce-e9faa44e8a9e,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,106,주문 판매,2025-12-01T16:19:26.973815+09:00
2583743b-3dd7-4727-85d2-055226221d3e,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,104,주문 판매,2026-01-15T21:27:26.090870+09:00
a6b968a9-bf11-4817-bc15-001bfb006ac8,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,102,주문 판매,2026-03-08T21:04:33.555989+09:00
c0c6a07f-b1ec-4f18-ad23-c3c5c6c13855,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,101,주문 판매,2026-03-18T23:28:10.129296+09:00
210c3e0d-340d-4139-bcfd-90060f8332fc,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,99,주문 판매,2025-11-01T02:20:33.560730+09:00
24c3fe57-72df-4eaa-bc67-f8f8e91a4b08,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,98,주문 판매,2026-03-02T08:24:46.039549+09:00
418cd4b9-d81e-41e4-9dbd-8f8f794db4df,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,97,주문 판매,2025-11-27T12:53:01.876421+09:00
67a91b47-dc4d-4293-bda0-296ae44d587d,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,96,주문 판매,2025-10-06T11:13:57.140865+09:00
4f73e282-e84a-4a51-8ad1-cb33be523a90,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,95,주문 판매,2026-03-11T20:57:16.569235+09:00
1f68b0b9-0fa0-494f-974a-e3693384d42b,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,94,주문 판매,2026-02-06T17:44:22.803203+09:00
1814c33f-7925-414f-964f-6821c3fda97e,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,93,주문 판매,2026-03-21T12:58:25.888505+09:00
38d94a7a-0546-4e43-8da4-59601113fcd8,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,92,주문 판매,2025-10-31T18:00:41.781936+09:00
a8c1dc3f-2e44-4051-b240-3ce5d8439200,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,91,주문 판매,2026-02-26T23:02:14.956229+09:00
7759f3d7-2931-4ea5-8b72-9d54f57b06a5,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,90,주문 판매,2026-01-16T03:22:51.794011+09:00
d757bd5a-9a56-4603-827e-6c5e1bf35b81,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,89,주문 판매,2026-03-29T08:04:33.777295+09:00
a652b416-5c98-4ebc-abc7-3d5dd4d11051,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,88,주문 판매,2025-08-13T09:49:37.844398+09:00
9bdf7cdd-756d-429c-83be-b70eb8abc153,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-3,85,주문 판매,2026-03-27T19:29:24.479061+09:00
01b6d6ab-0547-451c-9d0e-0ca4d1dc79c3,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,84,주문 판매,2025-08-24T21:17:54.432393+09:00
0f4c71e4-cd20-4f4f-8d05-eccc582851c8,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,83,주문 판매,2026-01-30T12:56:26.926690+09:00
a0123adb-3514-4396-b0f5-8856fc77f976,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,82,주문 판매,2026-01-31T10:17:48.051952+09:00
78a01e99-9d6e-491c-a8dc-c3edd6a3d37d,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,80,주문 판매,2026-03-06T07:57:46.889916+09:00
95ac2f4f-658f-4d45-9afb-61696563d26d,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,79,주문 판매,2026-03-28T11:43:37.153197+09:00
5748a2d2-092b-40ae-a1b3-b38d63f2afaf,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,78,주문 판매,2026-02-26T21:39:01.403807+09:00
c784f5e2-0809-4ca5-a0e7-847820979092,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,76,주문 판매,2025-09-15T21:10:43.787657+09:00
8b1d5a4a-aa3a-4f0c-a059-a0c49c0e5018,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,75,주문 판매,2026-01-31T20:46:38.518477+09:00
8c2adc7f-fa71-4975-aeb5-ba77fa4a4df3,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-3,72,주문 판매,2026-01-08T21:58:33.984047+09:00
ff68c481-2ceb-4f86-9dc5-29f8cf4d9669,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,71,주문 판매,2026-02-26T18:28:42.954927+09:00
4b097211-17bc-4466-b235-5878a89316a1,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,70,주문 판매,2025-11-02T10:58:39.171293+09:00
5e617f7c-44f1-45ae-acb1-52b9d0e730db,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,69,주문 판매,2026-01-03T19:58:27.951810+09:00
b92c8521-fd6d-43d1-928c-8fdd573a7e2a,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-2,67,주문 판매,2026-01-13T23:04:46.392211+09:00
621d562e-607a-4ea8-a54c-3d88dea631ae,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,66,주문 판매,2025-11-23T18:36:35.764432+09:00
725d0724-fa24-4562-aa5d-bac39d034a93,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,65,주문 판매,2026-03-31T21:53:04.271528+09:00
b23fca35-a88c-4a4f-be35-03d77bcfe8c4,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,64,주문 판매,2026-03-17T01:27:10.849138+09:00
a1e88332-c020-441b-a069-932786a8ecdc,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,63,주문 판매,2025-10-02T19:11:20.606723+09:00
5d62b5c0-3dc1-4222-b84c-f8d363f51692,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,sale,-1,62,주문 판매,2026-02-19T06:30:12.207072+09:00
c46db1b8-b7c6-49db-ae24-6a48c46a15b3,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,return,1,63,고객 반품,2025-12-17T15:52:21.192849+09:00
c1c5e504-06a8-41db-bd9e-f518cc1ab8e7,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,inbound,106,169,정기 재입고,2025-07-19T00:53:42.343930+09:00
287ae76c-15b8-4276-9e8f-e3f185330f17,875a1387-7bdd-4fb0-854c-c4f1f41f84f5,inbound,55,224,정기 재입고,2026-02-07T15:48:22.450645+09:00
8eafa136-ac40-4877-b8fd-43032211cdeb,924a1c0e-27e5-490f-8d95-46d972f27eac,inbound,67,67,초기 입고,2025-04-01T00:00:00+09:00
1e006d3b-2e4d-4cd3-a8e1-79f2e7061ddb,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-2,65,주문 판매,2026-03-03T19:02:44.552229+09:00
4accbfa2-3c71-44e9-a0fe-4903d7720a43,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-2,63,주문 판매,2026-02-14T16:17:05.547841+09:00
d0789653-0269-4e14-8358-a2b30956b60b,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-1,62,주문 판매,2026-01-20T12:43:37.052325+09:00
5a0d04cb-0ede-4a63-bfb5-8692e842051f,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-2,60,주문 판매,2025-10-29T18:36:56.018040+09:00
dbfa9de1-5aac-4446-9742-79a43023d592,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-2,58,주문 판매,2026-01-26T14:43:09.978684+09:00
a3cd88e2-4ecc-4ce0-b42a-f0ad85e4fe60,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-1,57,주문 판매,2025-12-18T13:14:10.332612+09:00
4dc8d3fe-3647-4c22-bcef-6fa6f5e71b20,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-2,55,주문 판매,2025-12-18T21:29:08.238404+09:00
6b6c1907-f003-4bd5-b677-6af1f76bd3f1,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-2,53,주문 판매,2026-03-30T10:08:18.427860+09:00
6d3d2a21-9ea4-4bc4-98f6-e529274a7650,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-1,52,주문 판매,2026-02-05T17:43:53.767281+09:00
81e94562-bba3-404f-81e1-2010f9c96340,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-1,51,주문 판매,2026-03-28T16:48:20.545048+09:00
2bce1711-b784-470c-9518-616137ed5688,924a1c0e-27e5-490f-8d95-46d972f27eac,sale,-1,50,주문 판매,2026-03-28T23:47:02.200789+09:00
