session_id,user_id,utm_source,utm_medium,utm_campaign,device_type,referrer,id,event_name,event_params,page_path,created_at
sess_1427270b-500_4,c88d56e0-a3fc-4d47-92c1-e8d2023636e5,instagram,social,brand_awareness,mobile,https://www.instagram.com,98d21a7d-363b-4c7c-8fd6-ed2d5c3009c8,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-05-11T15:55:55.162875+09:00
sess_3c9afe33-9f6_5,fdb6ade5-8231-406a-9dd7-55bda729e15f,naver,organic,,desktop,https://www.naver.com,9bccb78a-9026-4e89-b0c2-c75310aa15a5,session_start,"{""entry_page"": ""/""}",/,2025-12-24T16:40:31.621034+09:00
sess_3c9afe33-9f6_5,fdb6ade5-8231-406a-9dd7-55bda729e15f,naver,organic,,desktop,https://www.naver.com,a78671cc-1bf8-477c-b2fd-dbfc87210245,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-12-24T16:40:33.621034+09:00
sess_3c9afe33-9f6_5,fdb6ade5-8231-406a-9dd7-55bda729e15f,naver,organic,,desktop,https://www.naver.com,4048cc58-70e7-432d-bd3b-514a2f74b99f,product_list_view,"{""category"": ""sunscreen""}",/products,2025-12-24T16:40:51.621034+09:00
sess_3c9afe33-9f6_5,fdb6ade5-8231-406a-9dd7-55bda729e15f,naver,organic,,desktop,https://www.naver.com,8cfc7533-d402-4772-a5b2-0c0503e81c55,product_view,"{""product_id"": ""fe2f36a8-af28-42dd-9780-08a30408647a"", ""product_name"": ""프로폴리스 영양 토너"", ""category"": ""토너"", ""price"": 22000, ""sale_price"": null}",/products/toner-08,2025-12-24T16:41:23.621034+09:00
sess_3c9afe33-9f6_5,fdb6ade5-8231-406a-9dd7-55bda729e15f,naver,organic,,desktop,https://www.naver.com,10814d27-c92d-427d-aa3e-ccf46ee72790,add_to_cart,"{""product_id"": ""fe2f36a8-af28-42dd-9780-08a30408647a"", ""product_name"": ""프로폴리스 영양 토너"", ""quantity"": 1, ""price"": 22000}",/products/toner-08,2025-12-24T16:43:08.621034+09:00
sess_552e9a99-62b_6,3eea790d-dbc9-4aec-998d-d282901dac1e,kakao,cpc,spring_sale,desktop,https://www.kakao.com,a2b7f8fb-f9b7-429b-961b-7817cb194abe,session_start,"{""entry_page"": ""/""}",/,2026-01-17T22:25:05.648303+09:00
sess_552e9a99-62b_6,3eea790d-dbc9-4aec-998d-d282901dac1e,kakao,cpc,spring_sale,desktop,https://www.kakao.com,ef49fe1d-37e1-4c5d-8739-3fe7123075ac,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-01-17T22:25:06.648303+09:00
sess_d119109d-700_7,,instagram,social,brand_awareness,mobile,https://www.instagram.com,270e3485-a6d0-4bbe-be8c-cfa0e53d0a99,session_start,"{""entry_page"": ""/""}",/,2025-10-14T22:16:08.411851+09:00
sess_d119109d-700_7,,instagram,social,brand_awareness,mobile,https://www.instagram.com,d6171e1b-873a-4b91-9f64-c70807ee8353,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-10-14T22:16:11.411851+09:00
sess_d119109d-700_7,,instagram,social,brand_awareness,mobile,https://www.instagram.com,e8196007-f4dd-44de-a084-e283bdabd6a9,product_list_view,"{""category"": ""cream""}",/products,2025-10-14T22:16:21.411851+09:00
sess_552aac0c-8ac_8,,,,,mobile,,4196a4e6-4cee-45d0-86c4-9b33f02802c8,session_start,"{""entry_page"": ""/""}",/,2025-08-28T15:24:38.743901+09:00
sess_552aac0c-8ac_8,,,,,mobile,,57729a38-85d0-4e6a-8e4b-56298718f067,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-08-28T15:24:40.743901+09:00
sess_552aac0c-8ac_8,,,,,mobile,,dc0121b2-7b3d-4056-a7c6-0132aa4af7a7,product_list_view,"{""category"": ""serum""}",/products,2025-08-28T15:24:58.743901+09:00
sess_552aac0c-8ac_8,,,,,mobile,,fdfd081f-4788-40c9-a3ed-bfc674ca4228,product_view,"{""product_id"": ""e4d2dae0-5b6b-4aee-bb8d-eb8c0bd854a7"", ""product_name"": ""판테놀 시카 밤"", ""category"": ""크림"", ""price"": 50000, ""sale_price"": 41000}",/products/cream-06,2025-08-28T15:25:47.743901+09:00
sess_8920cef3-2ea_9,47a17691-5c7a-4dfd-b0cf-12d2468da6cc,google,organic,,desktop,https://www.google.com,d3fc368c-c302-47bf-9782-dbf7587ce027,session_start,"{""entry_page"": ""/""}",/,2026-03-30T20:43:05.339931+09:00
sess_8920cef3-2ea_9,47a17691-5c7a-4dfd-b0cf-12d2468da6cc,google,organic,,desktop,https://www.google.com,152315bc-35fb-4306-ad6c-f974feba0e79,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-03-30T20:43:06.339931+09:00
sess_8920cef3-2ea_9,47a17691-5c7a-4dfd-b0cf-12d2468da6cc,google,organic,,desktop,https://www.google.com,01f0e3a5-e32e-4b45-8939-fb585204e3b5,product_list_view,"{""category"": ""cream""}",/products,2026-03-30T20:43:30.339931+09:00
sess_7f441784-4b1_10,05c79163-c7cb-42d4-b7d4-26ab42c4c28c,instagram,social,brand_awareness,mobile,https://www.instagram.com,48191b29-8dc2-43de-b45b-cc06424d3c5f,session_start,"{""entry_page"": ""/""}",/,2025-09-04T18:50:41.804510+09:00
sess_7f441784-4b1_10,05c79163-c7cb-42d4-b7d4-26ab42c4c28c,instagram,social,brand_awareness,mobile,https://www.instagram.com,a7e3c1cd-3080-43ee-b040-2a16d3c7d131,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-09-04T18:50:44.804510+09:00
sess_7f441784-4b1_10,05c79163-c7cb-42d4-b7d4-26ab42c4c28c,instagram,social,brand_awareness,mobile,https://www.instagram.com,00ff975b-05f5-4088-bd6a-a34b96db07c8,product_list_view,"{""category"": ""toner""}",/products,2025-09-04T18:51:12.804510+09:00
sess_9590717d-13d_11,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,b029c1e6-9139-4a5f-9d6c-954e98e8158b,session_start,"{""entry_page"": ""/""}",/,2025-04-02T19:21:21.980210+09:00
sess_9590717d-13d_11,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,3144d39e-f382-4fb6-a68f-e4f36a5954cf,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-04-02T19:21:24.980210+09:00
sess_9590717d-13d_11,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,1f752703-1b4c-47bd-b5d8-1f924eb18e7f,product_list_view,"{""category"": ""cream""}",/products,2025-04-02T19:21:38.980210+09:00
sess_9590717d-13d_11,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,680a20e9-2c7f-45b0-ba1f-89ea670ac115,product_view,"{""product_id"": ""f578b710-66b1-4ceb-87cb-887de576a8a9"", ""product_name"": ""시카 리페어 수분 크림"", ""category"": ""크림"", ""price"": 50000, ""sale_price"": 42300}",/products/cream-02,2025-04-02T19:22:04.980210+09:00
sess_82f09738-ced_12,587b8e2f-6e15-413e-801b-e4311347b653,instagram,social,brand_awareness,mobile,https://www.instagram.com,1b862ba8-af08-47bd-ad18-ae6fa5fe2c91,session_start,"{""entry_page"": ""/""}",/,2026-03-15T16:19:34.089533+09:00
sess_82f09738-ced_12,587b8e2f-6e15-413e-801b-e4311347b653,instagram,social,brand_awareness,mobile,https://www.instagram.com,9521d6ac-d8c9-40e2-9c97-e95c476d63e2,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-03-15T16:19:36.089533+09:00
sess_6f169fd4-73a_13,,youtube,social,influencer_collab,mobile,https://www.youtube.com,65be2831-3c65-49e1-805c-048eb9e6256f,session_start,"{""entry_page"": ""/""}",/,2026-03-03T01:00:48.493725+09:00
sess_6f169fd4-73a_13,,youtube,social,influencer_collab,mobile,https://www.youtube.com,737e59b6-643f-4281-8858-cfb0eebd49af,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-03-03T01:00:51.493725+09:00
sess_6f169fd4-73a_13,,youtube,social,influencer_collab,mobile,https://www.youtube.com,cc7c748c-6362-41f7-bd67-b1a8dba7249e,product_view,"{""product_id"": ""b2670e53-07e3-47cc-819c-86d9e989698b"", ""product_name"": ""알로에 수분 클렌징 폼"", ""category"": ""클렌저"", ""price"": 19000, ""sale_price"": 15300}",/products/cleanser-06,2026-03-03T01:01:00.493725+09:00
sess_574a741e-c61_14,,youtube,social,influencer_collab,mobile,https://www.youtube.com,265b4e1d-adb4-4fa4-a251-a5f0457c4dfd,session_start,"{""entry_page"": ""/""}",/,2026-03-31T21:32:01.465381+09:00
sess_574a741e-c61_14,,youtube,social,influencer_collab,mobile,https://www.youtube.com,c5b23ecb-461a-4fda-94ca-fcb0e577ef19,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-03-31T21:32:02.465381+09:00
sess_d0100b7c-9a8_15,,google,organic,,mobile,https://www.google.com,c681af9d-2bd5-42af-8d75-70b26098c4f4,session_start,"{""entry_page"": ""/""}",/,2025-11-23T12:15:06.399263+09:00
sess_d0100b7c-9a8_15,,google,organic,,mobile,https://www.google.com,36bc3988-db07-4447-9217-3aff7c0fb3c3,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-11-23T12:15:09.399263+09:00
sess_d0100b7c-9a8_15,,google,organic,,mobile,https://www.google.com,ee6cb6cc-c0ff-4278-9e41-9bcbf8163a85,product_list_view,"{""category"": ""all""}",/products,2025-11-23T12:15:15.399263+09:00
sess_ed2a6176-ccd_16,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,e1fe65c0-53a9-42de-bf6f-792fbdbc7f49,session_start,"{""entry_page"": ""/""}",/,2025-07-11T03:53:46.131099+09:00
sess_ed2a6176-ccd_16,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,87e016ee-0679-4057-b16a-fc4a148f08c0,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-07-11T03:53:48.131099+09:00
sess_ed2a6176-ccd_16,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,9456ad3b-3c47-4f4f-b36b-0cc59d1cb186,product_view,"{""product_id"": ""d2000bbb-1809-4ad2-97c4-0c845ed663a1"", ""product_name"": ""민감피부 저자극 선밀크 SPF50+"", ""category"": ""선크림"", ""price"": 25000, ""sale_price"": null}",/products/sunscreen-10,2025-07-11T03:54:03.131099+09:00
sess_ed2a6176-ccd_16,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,aa57d40e-242b-43f6-8ea1-3d746b22efa9,add_to_cart,"{""product_id"": ""d2000bbb-1809-4ad2-97c4-0c845ed663a1"", ""product_name"": ""민감피부 저자극 선밀크 SPF50+"", ""quantity"": 1, ""price"": 25000}",/products/sunscreen-10,2025-07-11T03:55:44.131099+09:00
sess_ed2a6176-ccd_16,,kakao,cpc,spring_sale,desktop,https://www.kakao.com,97bc0150-5005-4eb2-b3cb-27d0fbe0286d,checkout_start,"{""cart_value"": 25000}",/checkout,2025-07-11T03:56:45.131099+09:00
sess_4a329bf8-d42_17,,google,organic,,mobile,https://www.google.com,b971a644-78f7-4b3a-a3d0-ea784ea2076d,session_start,"{""entry_page"": ""/""}",/,2025-12-05T07:21:03.200449+09:00
sess_4a329bf8-d42_17,,google,organic,,mobile,https://www.google.com,30e94c71-0424-43be-8f86-f761cba4830d,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-12-05T07:21:04.200449+09:00
sess_4a329bf8-d42_17,,google,organic,,mobile,https://www.google.com,e5dcfbab-3ef1-4382-adc3-26f8be107a00,product_view,"{""product_id"": ""d2ba5453-1ab8-49df-9667-cc9e7cf0426b"", ""product_name"": ""녹차 수분 진정 크림"", ""category"": ""크림"", ""price"": 36000, ""sale_price"": null}",/products/cream-04,2025-12-05T07:21:09.200449+09:00
sess_4a329bf8-d42_17,,google,organic,,mobile,https://www.google.com,cf191488-3139-414f-bf56-578fc0f77340,add_to_cart,"{""product_id"": ""d2ba5453-1ab8-49df-9667-cc9e7cf0426b"", ""product_name"": ""녹차 수분 진정 크림"", ""quantity"": 1, ""price"": 36000}",/products/cream-04,2025-12-05T07:23:04.200449+09:00
sess_8e6b0db7-2be_18,,,,,mobile,,0d6819d4-dd8e-4ed5-986c-a5b01a4d8685,session_start,"{""entry_page"": ""/""}",/,2025-04-26T20:41:44.658583+09:00
sess_8e6b0db7-2be_18,,,,,mobile,,5d7ecddc-9e02-4ffb-939a-cd615e534aeb,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-04-26T20:41:45.658583+09:00
sess_8e6b0db7-2be_18,,,,,mobile,,1bcc9e72-3673-416d-9662-bd8c353f4683,product_view,"{""product_id"": ""198dd8f4-a3c9-4870-afa4-ea27557b9681"", ""product_name"": ""시카 톤업 선크림 SPF50+"", ""category"": ""선크림"", ""price"": 24000, ""sale_price"": null}",/products/sunscreen-02,2025-04-26T20:41:59.658583+09:00
sess_c446af9e-174_19,212b8d7b-3b5c-46ea-84ee-2176e4fae0c9,google,organic,,mobile,https://www.google.com,1cdf9bf2-151a-432a-87d8-37303adbc5f4,session_start,"{""entry_page"": ""/""}",/,2025-11-12T03:02:06.972215+09:00
sess_c446af9e-174_19,212b8d7b-3b5c-46ea-84ee-2176e4fae0c9,google,organic,,mobile,https://www.google.com,2ce8e46c-b1d0-4f7c-ac02-fb96824aa895,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-11-12T03:02:08.972215+09:00
sess_c446af9e-174_19,212b8d7b-3b5c-46ea-84ee-2176e4fae0c9,google,organic,,mobile,https://www.google.com,dfc05332-d826-41fc-bc36-87d93dcedeae,product_list_view,"{""category"": ""sunscreen""}",/products,2025-11-12T03:02:33.972215+09:00
sess_c446af9e-174_19,212b8d7b-3b5c-46ea-84ee-2176e4fae0c9,google,organic,,mobile,https://www.google.com,d691cc89-0755-470b-a83b-87f1df4fa86e,product_view,"{""product_id"": ""cdf24446-7969-47e4-9efe-ba05aa57a067"", ""product_name"": ""캘린듈라 카밍 토너"", ""category"": ""토너"", ""price"": 29000, ""sale_price"": 24000}",/products/toner-05,2025-11-12T03:03:33.972215+09:00
sess_c446af9e-174_19,212b8d7b-3b5c-46ea-84ee-2176e4fae0c9,google,organic,,mobile,https://www.google.com,225382bb-76ed-444f-ad92-b4617d4a3206,add_to_cart,"{""product_id"": ""cdf24446-7969-47e4-9efe-ba05aa57a067"", ""product_name"": ""캘린듈라 카밍 토너"", ""quantity"": 1, ""price"": 24000}",/products/toner-05,2025-11-12T03:04:44.972215+09:00
sess_c446af9e-174_19,212b8d7b-3b5c-46ea-84ee-2176e4fae0c9,google,organic,,mobile,https://www.google.com,ef9f54b2-d90a-4654-ac7b-c0332c64fcf4,checkout_start,"{""cart_value"": 24000}",/checkout,2025-11-12T03:05:16.972215+09:00
sess_7ea266e4-aa6_20,,naver,organic,,mobile,https://www.naver.com,694df169-f6ee-47d5-be67-b39ce6ad0697,session_start,"{""entry_page"": ""/""}",/,2025-12-21T15:02:07.536926+09:00
sess_7ea266e4-aa6_20,,naver,organic,,mobile,https://www.naver.com,536344bb-8765-4d05-b27f-355b188d4b5d,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-12-21T15:02:09.536926+09:00
sess_7ea266e4-aa6_20,,naver,organic,,mobile,https://www.naver.com,909e5ac4-4078-461a-bf39-de8064337a36,product_list_view,"{""category"": ""toner""}",/products,2025-12-21T15:02:32.536926+09:00
sess_3acc9d8a-9e5_21,,naver,blog,review_campaign,mobile,https://blog.naver.com,6fdefac8-11fe-4a27-9ada-cea8accddb7e,session_start,"{""entry_page"": ""/""}",/,2025-09-27T16:06:59.143190+09:00
sess_3acc9d8a-9e5_21,,naver,blog,review_campaign,mobile,https://blog.naver.com,882d6e64-e607-4ae5-8d7c-0601a4e0adbd,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-09-27T16:07:01.143190+09:00
sess_0c8398fb-a4b_22,,naver,blog,review_campaign,tablet,https://blog.naver.com,c2776714-121f-4044-af98-72a7e57be98e,session_start,"{""entry_page"": ""/""}",/,2025-06-26T10:45:27.625741+09:00
sess_0c8398fb-a4b_22,,naver,blog,review_campaign,tablet,https://blog.naver.com,fb34bc05-68f3-42c9-b1fc-0a3733bfc5a8,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-06-26T10:45:29.625741+09:00
sess_0c8398fb-a4b_22,,naver,blog,review_campaign,tablet,https://blog.naver.com,1aa90fd1-ce45-4bfb-b10b-129d9ccc938a,product_list_view,"{""category"": ""all""}",/products,2025-06-26T10:45:41.625741+09:00
sess_0c8398fb-a4b_22,,naver,blog,review_campaign,tablet,https://blog.naver.com,ebeab95c-585d-4dff-880e-52db086e8e99,product_view,"{""product_id"": ""04e16a79-0f5a-4c70-9f0a-9a3795cef656"", ""product_name"": ""알로에 수딩 젤 크림"", ""category"": ""크림"", ""price"": 38000, ""sale_price"": null}",/products/cream-09,2025-06-26T10:46:41.625741+09:00
sess_be6fc54d-542_23,,,,,desktop,,caea0d02-7255-4913-81fb-ec8ed82facde,session_start,"{""entry_page"": ""/""}",/,2025-07-26T05:12:38.242612+09:00
sess_be6fc54d-542_23,,,,,desktop,,ada745ea-e105-4d37-97f4-11381aff9521,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-07-26T05:12:39.242612+09:00
sess_be6fc54d-542_23,,,,,desktop,,42d9dd94-8eb5-49cb-b776-08e61360291c,product_list_view,"{""category"": ""cream""}",/products,2025-07-26T05:12:50.242612+09:00
sess_be6fc54d-542_23,,,,,desktop,,3c574e8d-ea8e-4fdd-8a80-9dc248f33f70,product_view,"{""product_id"": ""d2000bbb-1809-4ad2-97c4-0c845ed663a1"", ""product_name"": ""민감피부 저자극 선밀크 SPF50+"", ""category"": ""선크림"", ""price"": 25000, ""sale_price"": null}",/products/sunscreen-10,2025-07-26T05:13:20.242612+09:00
sess_be6fc54d-542_23,,,,,desktop,,8bfaf403-c470-4702-b3de-6ba872369523,add_to_cart,"{""product_id"": ""d2000bbb-1809-4ad2-97c4-0c845ed663a1"", ""product_name"": ""민감피부 저자극 선밀크 SPF50+"", ""quantity"": 1, ""price"": 25000}",/products/sunscreen-10,2025-07-26T05:15:00.242612+09:00
sess_4e5514bf-221_24,2f16c49d-bf56-468a-b8c1-6e30d207be1c,google,organic,,desktop,https://www.google.com,85cc37a6-e522-47b1-aa8f-41d04866deb1,session_start,"{""entry_page"": ""/""}",/,2025-12-31T22:50:32.086547+09:00
sess_4e5514bf-221_24,2f16c49d-bf56-468a-b8c1-6e30d207be1c,google,organic,,desktop,https://www.google.com,f62916a4-8a56-4502-8309-54e46291c5e7,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-12-31T22:50:34.086547+09:00
sess_4e5514bf-221_24,2f16c49d-bf56-468a-b8c1-6e30d207be1c,google,organic,,desktop,https://www.google.com,c73311bf-448e-49e0-a770-79d22635c26d,product_list_view,"{""category"": ""cream""}",/products,2025-12-31T22:50:54.086547+09:00
sess_3555a525-8d9_25,,,,,tablet,,1a1fae71-5c9d-4b0a-a6a7-632dd81a71a7,session_start,"{""entry_page"": ""/""}",/,2025-10-08T10:20:34.772288+09:00
sess_3555a525-8d9_25,,,,,tablet,,f7fb51ae-2274-4d63-a972-bfbea5c3baf0,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-10-08T10:20:35.772288+09:00
sess_3555a525-8d9_25,,,,,tablet,,0b91de5c-4328-42f3-a689-3d2dde5785a4,product_view,"{""product_id"": ""e4d2dae0-5b6b-4aee-bb8d-eb8c0bd854a7"", ""product_name"": ""판테놀 시카 밤"", ""category"": ""크림"", ""price"": 50000, ""sale_price"": 41000}",/products/cream-06,2025-10-08T10:20:56.772288+09:00
sess_cbd2cecd-ba3_26,,,,,mobile,,cc08008e-9eb6-4560-9911-700786423ee4,session_start,"{""entry_page"": ""/""}",/,2026-01-04T14:40:22.700593+09:00
sess_cbd2cecd-ba3_26,,,,,mobile,,3cb1112e-8e9e-4e09-bcde-1db4ae9cfe5b,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-01-04T14:40:25.700593+09:00
sess_cbd2cecd-ba3_26,,,,,mobile,,8f659870-24f6-4b2f-b74f-57e5c7b075a8,product_view,"{""product_id"": ""dc37b3ea-07ab-4524-96e8-5d9e9ad41eef"", ""product_name"": ""감초 화이트닝 토너"", ""category"": ""토너"", ""price"": 32000, ""sale_price"": 28400}",/products/toner-10,2026-01-04T14:40:54.700593+09:00
sess_24cf03ba-20d_27,,,,,mobile,,66f24087-8f78-4999-a78e-dc0d0d5bd4b8,session_start,"{""entry_page"": ""/""}",/,2025-04-17T10:52:38.970936+09:00
sess_24cf03ba-20d_27,,,,,mobile,,02e78218-011f-4885-b7df-e969ba7c8207,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-04-17T10:52:39.970936+09:00
sess_24cf03ba-20d_27,,,,,mobile,,bcd83243-a525-4acc-8345-6052e8f8e04a,product_list_view,"{""category"": ""serum""}",/products,2025-04-17T10:53:06.970936+09:00
sess_021d21de-a4a_28,,naver,organic,,desktop,https://www.naver.com,dcd97c0b-4dcd-4d47-af86-2ca6f86e7b63,session_start,"{""entry_page"": ""/""}",/,2025-07-01T02:16:46.740185+09:00
sess_021d21de-a4a_28,,naver,organic,,desktop,https://www.naver.com,52460835-8622-4515-96c5-60f38b463f0e,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-07-01T02:16:48.740185+09:00
sess_021d21de-a4a_28,,naver,organic,,desktop,https://www.naver.com,d028b5bc-fada-48c3-98e4-7606f75026ae,product_list_view,"{""category"": ""all""}",/products,2025-07-01T02:17:11.740185+09:00
sess_4d584369-e79_29,dd91b133-bbc9-4396-82e4-751438685392,,,,tablet,,4c03e347-eac6-4938-bbfe-9619bd77d939,session_start,"{""entry_page"": ""/""}",/,2025-12-19T10:41:43.999488+09:00
sess_4d584369-e79_29,dd91b133-bbc9-4396-82e4-751438685392,,,,tablet,,c32b3238-2293-49f1-ade8-2c33fa0d5ee5,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2025-12-19T10:41:45.999488+09:00
sess_4d584369-e79_29,dd91b133-bbc9-4396-82e4-751438685392,,,,tablet,,2b1026f8-f1bf-4d46-b41c-bef654dd8dee,product_list_view,"{""category"": ""all""}",/products,2025-12-19T10:41:54.999488+09:00
sess_a371d1d6-bae_30,,google,organic,,desktop,https://www.google.com,50ec70c1-2df1-4c92-b579-0f8bffc9f4df,session_start,"{""entry_page"": ""/""}",/,2026-02-06T02:50:29.181347+09:00
sess_a371d1d6-bae_30,,google,organic,,desktop,https://www.google.com,5ade742e-ae27-4f0e-baf1-ffaa07664eec,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-02-06T02:50:31.181347+09:00
sess_b0cf8fa5-bec_31,80f7a598-4ec9-4234-b2aa-dcbf1d922fb8,youtube,social,influencer_collab,mobile,https://www.youtube.com,2864b6e7-6412-4421-afc1-de056ffd023c,session_start,"{""entry_page"": ""/""}",/,2026-03-30T17:13:17.078291+09:00
sess_b0cf8fa5-bec_31,80f7a598-4ec9-4234-b2aa-dcbf1d922fb8,youtube,social,influencer_collab,mobile,https://www.youtube.com,4d43f3cd-e207-43e7-8bc7-f85fb6b3a1f4,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-03-30T17:13:18.078291+09:00
sess_b0cf8fa5-bec_31,80f7a598-4ec9-4234-b2aa-dcbf1d922fb8,youtube,social,influencer_collab,mobile,https://www.youtube.com,34972517-7149-4423-9731-5930422305bc,product_list_view,"{""category"": ""cream""}",/products,2026-03-30T17:13:31.078291+09:00
sess_db4c528f-ce5_32,01fd96d0-aa9e-4ef4-b994-1a8e0093396f,kakao,cpc,spring_sale,desktop,https://www.kakao.com,47b5ce88-4321-4edf-bd12-1cd4354d8e8c,session_start,"{""entry_page"": ""/""}",/,2026-01-25T18:53:48.052684+09:00
sess_db4c528f-ce5_32,01fd96d0-aa9e-4ef4-b994-1a8e0093396f,kakao,cpc,spring_sale,desktop,https://www.kakao.com,5d878e65-02c9-4565-8998-04276a13d82e,page_view,"{""page_title"": ""LUNA - 비건 스킨케어""}",/,2026-01-25T18:53:50.052684+09:00
